song,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,uri,id,cluster
Belong,Axwell,0.577,0.88,6.0,-2.916,1.0,0.0357,0.335,0.896,0.143,0.259,127.951,204375.0,4.0,spotify:track:1la2o7WHv6erRe18gs5sMN,1la2o7WHv6erRe18gs5sMN,8
Generation Party - Hands Up Radio Edit,ItaloBrothers,0.638,0.796,4.0,-4.331,0.0,0.0406,0.039,0.0,0.0737,0.45,142.133,181675.0,4.0,spotify:track:5wKoE60pI5NzDIESt79KXH,5wKoE60pI5NzDIESt79KXH,6
Back 2 U (feat. WALK THE MOON),Steve Aoki,0.635,0.875,10.0,-6.221,1.0,0.0512,0.021,7.94e-06,0.139,0.545,126.034,275977.0,4.0,spotify:track:5deDWZeDHWfYk9xaq9ynh4,5deDWZeDHWfYk9xaq9ynh4,11
Let Me Hold You (Turn Me On),Dante Klein,0.68,0.774,1.0,-3.136,0.0,0.0697,0.101,0.0,0.113,0.331,102.949,163841.0,4.0,spotify:track:0lmdsH1MIoLsMymnNpd6HU,0lmdsH1MIoLsMymnNpd6HU,6
Red Dress,MAGIC!,0.651,0.794,10.0,-4.458,1.0,0.0329,0.0913,0.0,0.249,0.792,135.974,200797.0,4.0,spotify:track:4zag02jtwumRcnPdYYr0Do,4zag02jtwumRcnPdYYr0Do,11
Liar,Britney Spears,0.59,0.776,6.0,-5.272,0.0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946,196613.0,4.0,spotify:track:0SRMPI9KOnuNRjcK4wZC8j,0SRMPI9KOnuNRjcK4wZC8j,2
Love Me Down,Britney Spears,0.657,0.645,2.0,-6.52,0.0,0.0603,0.00592,0.000199,0.236,0.658,91.988,198640.0,4.0,spotify:track:4X6Ms88o4EdhZUqWBWGeOZ,4X6Ms88o4EdhZUqWBWGeOZ,2
Clumsy,Britney Spears,0.774,0.473,5.0,-7.07,0.0,0.131,0.0578,0.0,0.0888,0.362,103.884,183387.0,4.0,spotify:track:19dCpK5w7ZQFaYZBZB0G0T,19dCpK5w7ZQFaYZBZB0G0T,6
Just Luv Me,Britney Spears,0.616,0.492,9.0,-9.79,0.0,0.0609,0.158,0.0071,0.139,0.361,91.997,241453.0,4.0,spotify:track:6Nc2n959qhnnE8rpR1CWuC,6Nc2n959qhnnE8rpR1CWuC,1
Faijas (feat. Lucas),Arttu Lindeman,0.73,0.855,0.0,-3.547,1.0,0.0892,0.0563,0.0,0.151,0.767,98.007,219592.0,4.0,spotify:track:7FTTSfZNFiPvL05ltm8UAr,7FTTSfZNFiPvL05ltm8UAr,9
Keep It Mello (feat. Omar LinX),Marshmello,0.686,0.888,1.0,-3.348,1.0,0.0857,0.00134,0.000689,0.0736,0.108,142.015,243380.0,4.0,spotify:track:0Q3SC6kEhxYagDP3bFe5K9,0Q3SC6kEhxYagDP3bFe5K9,0
Tänään Lähdetään,Mandi,0.751,0.895,0.0,-6.597,1.0,0.0319,0.136,3.27e-05,0.336,0.865,138.177,227960.0,4.0,spotify:track:22vT4oQw05Un4sQprfAf1V,22vT4oQw05Un4sQprfAf1V,9
Nahkatakkinen tyttö,Dingo,0.313,0.832,2.0,-5.532,1.0,0.0931,0.122,0.0,0.277,0.402,199.368,186040.0,4.0,spotify:track:1y5tsdpLOnJnh3wUpib63h,1y5tsdpLOnJnh3wUpib63h,0
Autiotalo,Dingo,0.517,0.538,2.0,-7.866,1.0,0.0375,0.0899,0.0,0.0855,0.42,113.546,263533.0,4.0,spotify:track:6gZiWkvxlNl6DSZkp58p4d,6gZiWkvxlNl6DSZkp58p4d,0
Kato mua silmiin,Reino Nordin,0.816,0.602,7.0,-4.569,0.0,0.0508,0.0122,0.000123,0.127,0.524,120.046,208456.0,4.0,spotify:track:1z0ereQI7jyUE13QCs6CSy,1z0ereQI7jyUE13QCs6CSy,1
You Make Me Feel... (feat. Sabi),Cobra Starship,0.668,0.857,7.0,-2.944,0.0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,215693.0,4.0,spotify:track:5FeuH4LtGxDWkSkhRG47QT,5FeuH4LtGxDWkSkhRG47QT,1
3,Britney Spears,0.705,0.626,5.0,-4.077,0.0,0.0404,0.0556,0.0,0.199,0.778,134.926,205293.0,4.0,spotify:track:4pJHQ4rSyYx3X8HsvN6kN6,4pJHQ4rSyYx3X8HsvN6kN6,2
Clumsy,Britney Spears,0.767,0.469,5.0,-7.072,0.0,0.152,0.0574,0.0,0.0979,0.346,103.942,182320.0,4.0,spotify:track:0kHMgkYiUgKfh0gY8gTIan,0kHMgkYiUgKfh0gY8gTIan,6
Rakastuin mä looseriin,Nylon Beat,0.604,0.755,0.0,-6.664,1.0,0.187,0.0325,0.295,0.324,0.567,188.866,256867.0,4.0,spotify:track:34B7h0Yn3U1BkUhrWBL6GS,34B7h0Yn3U1BkUhrWBL6GS,9
History,One Direction,0.655,0.699,11.0,-4.421,1.0,0.0493,0.0352,0.0,0.064,0.802,86.704,187427.0,4.0,spotify:track:0HMjXBAZmSYOTTi33WpMso,0HMjXBAZmSYOTTi33WpMso,11
Never Be Like You,Flume,0.529,0.554,0.0,-5.427,1.0,0.0556,0.467,0.0,0.125,0.286,119.725,234910.0,4.0,spotify:track:4ja3m5fYLcugwuXB6Jkh4Y,4ja3m5fYLcugwuXB6Jkh4Y,0
All of Me - Tiësto's Birthday Treatment Remix - Radio Edit,John Legend,0.606,0.72,5.0,-6.253,0.0,0.0283,0.000149,0.00165,0.0745,0.178,127.985,251613.0,4.0,spotify:track:1mzGywacjpeik00PVLBPpF,1mzGywacjpeik00PVLBPpF,6
Sweet Nothing (feat. Florence Welch),Calvin Harris,0.573,0.929,8.0,-3.942,0.0,0.109,0.197,0.000112,0.0567,0.582,127.934,212560.0,4.0,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,24LS4lQShWyixJ0ZrJXfJ5,1
Grow Up,Olly Murs,0.571,0.719,8.0,-3.914,1.0,0.0655,0.279,0.0,0.0891,0.511,167.339,224773.0,4.0,spotify:track:5nJWME6j2dfFSm5B6ayDrw,5nJWME6j2dfFSm5B6ayDrw,3
Lumi Teki Enkelin Eteiseen - Vain Elämää Kausi 5,Mikael Gabriel,0.563,0.584,1.0,-8.778,0.0,0.247,0.157,0.0,0.335,0.281,172.13,161528.0,4.0,spotify:track:0qQ2TDJ42jGaEHE5cJAuG5,0qQ2TDJ42jGaEHE5cJAuG5,6
Donald Trump,Mac Miller,0.636,0.901,1.0,-7.094,0.0,0.118,0.119,0.0,0.391,0.836,162.994,165908.0,4.0,spotify:track:3uulVrxiI7iLTjOBZsaiF8,3uulVrxiI7iLTjOBZsaiF8,2
My Favorite Part,Mac Miller,0.861,0.33,6.0,-7.194,1.0,0.0526,0.627,1.93e-06,0.14,0.718,95.016,216000.0,4.0,spotify:track:6UUSdhj9yqzVum2YDIs3KE,6UUSdhj9yqzVum2YDIs3KE,4
Nervous (The Ooh Song) - Mark McCabe Remix,Gavin James,0.432,0.874,7.0,-5.558,1.0,0.0462,0.0732,6.14e-06,0.371,0.374,103.85,195195.0,4.0,spotify:track:0L9lXMXddmoBbBUeF7A9An,0L9lXMXddmoBbBUeF7A9An,3
There For Me,iSHi,0.752,0.711,8.0,-5.779,0.0,0.0617,0.239,6.5e-06,0.324,0.687,120.423,212702.0,4.0,spotify:track:6tvUSjkuJeLdCcyc5k9mEu,6tvUSjkuJeLdCcyc5k9mEu,1
Life Ain't Easy,Mac Miller,0.661,0.722,11.0,-5.735,0.0,0.0818,0.0366,0.0,0.302,0.691,94.507,161379.0,4.0,spotify:track:7C1mp6UzyOrESLQCtNE6dO,7C1mp6UzyOrESLQCtNE6dO,1
Weekend (feat. Miguel),Mac Miller,0.843,0.435,8.0,-8.442,1.0,0.178,0.47,0.0,0.147,0.19,120.058,208080.0,4.0,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,6GnhWMhgJb7uyiiPEiEkDA,4
Diamonds & Gold,Mac Miller,0.438,0.793,5.0,-6.883,0.0,0.346,0.109,0.0,0.241,0.462,175.876,197852.0,4.0,spotify:track:0Etjx0wbI3vCJAA054J5ZY,0Etjx0wbI3vCJAA054J5ZY,6
Jumpshot,Dawin,0.909,0.63,6.0,-3.9,0.0,0.0852,0.19,0.0,0.0291,0.803,97.027,209093.0,4.0,spotify:track:4izP2KMwrhAdZEtIyp8Z8w,4izP2KMwrhAdZEtIyp8Z8w,2
ROW,Smith & Thell,0.612,0.719,7.0,-4.889,1.0,0.0296,0.326,7.31e-05,0.184,0.59,110.016,206317.0,4.0,spotify:track:6vFx55KVZxkos6JiasUuro,6vFx55KVZxkos6JiasUuro,11
1000 Nights,FRENSHIP,0.594,0.709,6.0,-9.541,0.0,0.0377,0.0315,0.0562,0.0738,0.587,90.001,240293.0,4.0,spotify:track:2mb32CDk3XusDc87vjeAoG,2mb32CDk3XusDc87vjeAoG,1
Don't Wanna Know,Maroon 5,0.783,0.623,7.0,-6.126,1.0,0.08,0.338,0.0,0.0975,0.447,100.048,214480.0,4.0,spotify:track:5MFzQMkrl1FOOng9tq6R9r,5MFzQMkrl1FOOng9tq6R9r,3
Higher Love,Alex Vargas,0.523,0.572,7.0,-7.196,0.0,0.0384,0.511,3.22e-06,0.128,0.22,112.833,216757.0,4.0,spotify:track:1XcrVYh47expQrgm4cEToC,1XcrVYh47expQrgm4cEToC,10
Numb / Encore,JAY-Z,0.685,0.803,2.0,-4.251,1.0,0.156,0.0601,0.0,0.546,0.799,107.005,205280.0,4.0,spotify:track:7dyluIqv7QYVTXXZiMWPHW,7dyluIqv7QYVTXXZiMWPHW,9
Pass Out,Tinie Tempah,0.693,0.891,1.0,-3.261,1.0,0.296,0.0281,0.0,0.143,0.532,91.1,268053.0,4.0,spotify:track:2i5gkqfLxlCM902kgZVb6v,2i5gkqfLxlCM902kgZVb6v,9
Real Friends,Kanye West,0.462,0.748,6.0,-6.264,0.0,0.465,0.263,0.000482,0.138,0.132,170.862,251573.0,4.0,spotify:track:4TsRQ0onK2Lmjw9TvomNJZ,4TsRQ0onK2Lmjw9TvomNJZ,6
Jump Out the Face (feat. Future),Meek Mill,0.699,0.543,0.0,-8.879,1.0,0.138,0.0411,1.26e-06,0.178,0.14,130.064,161907.0,4.0,spotify:track:17AS0y6FnHdYImAPUydAJg,17AS0y6FnHdYImAPUydAJg,0
We Dem Boyz,Wiz Khalifa,0.717,0.862,8.0,-4.736,1.0,0.054,0.00689,0.0,0.321,0.52,130.021,224933.0,4.0,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,1ULa3GfdMKs0MfRpm6xVlu,11
Gucci Snakes,Tyga,0.702,0.695,11.0,-7.365,0.0,0.257,0.0636,0.0,0.376,0.533,150.003,320267.0,4.0,spotify:track:3S6Qk3eJctunBqcqC3jmcE,3S6Qk3eJctunBqcqC3jmcE,1
For Free,DJ Khaled,0.916,0.571,10.0,-8.241,0.0,0.2,0.0173,1.11e-06,0.153,0.498,103.521,183695.0,4.0,spotify:track:0lDBERpbbSfh3og8dSszfj,0lDBERpbbSfh3og8dSszfj,1
Love Suicide (feat. Ester Dean),Tinie Tempah,0.753,0.816,7.0,-4.117,1.0,0.108,0.0424,0.0,0.174,0.614,89.997,247693.0,4.0,spotify:track:6WVXYeXd1O0bCEKxaEh6Si,6WVXYeXd1O0bCEKxaEh6Si,11
Trust Nobody,Cashmere Cat,0.592,0.652,7.0,-7.209,0.0,0.164,0.451,0.0,0.117,0.726,78.488,218987.0,5.0,spotify:track:2RlcBZiskvuupu6pG8bsNe,2RlcBZiskvuupu6pG8bsNe,1
Kontti,Eldis,0.915,0.779,7.0,-4.317,1.0,0.198,0.12,4.2e-06,0.0266,0.686,122.073,191468.0,4.0,spotify:track:7pHc1wejOm6psbZFJzZZTD,7pHc1wejOm6psbZFJzZZTD,11
Faija Käyttää Napapaitaa,Vesterinen yhtyeineen,0.694,0.803,0.0,-4.28,1.0,0.0396,0.0409,0.0,0.218,0.422,124.937,208393.0,4.0,spotify:track:4xVQYvQz9l0v8YavRiipFN,4xVQYvQz9l0v8YavRiipFN,0
"Still Falling For You - From ""Bridget Jones's Baby""",Ellie Goulding,0.512,0.531,1.0,-8.03,1.0,0.0418,0.547,2.46e-06,0.102,0.19,96.058,240867.0,4.0,spotify:track:638fKB27P7UAmu3Aq0vEJ3,638fKB27P7UAmu3Aq0vEJ3,4
Menee tunteisiin,Arttu Lindeman,0.585,0.867,11.0,-3.549,1.0,0.0548,0.338,0.0,0.0265,0.62,165.077,202224.0,3.0,spotify:track:7xXO80FA9PJrMqGkZaDdwH,7xXO80FA9PJrMqGkZaDdwH,11
Dang! (feat. Anderson .Paak),Mac Miller,0.836,0.67,5.0,-6.907,0.0,0.23,0.00826,0.000355,0.0837,0.556,107.018,305350.0,4.0,spotify:track:5iUQMwxUPdJBFeGkePtM66,5iUQMwxUPdJBFeGkePtM66,2
All Around The World,Mac Miller,0.468,0.926,1.0,-4.19,1.0,0.208,0.00608,0.0,0.0749,0.404,150.775,221232.0,4.0,spotify:track:5NFN8JxhS86lm8Pxj5aT6I,5NFN8JxhS86lm8Pxj5aT6I,0
Love Myself,Hailee Steinfeld,0.616,0.768,0.0,-6.714,0.0,0.0781,0.0032,0.0,0.427,0.322,122.91,218773.0,4.0,spotify:track:0xCmwofyCiXdhoBsMSNj2w,0xCmwofyCiXdhoBsMSNj2w,6
Revolveri (Luokkakokous 2 - Polttarit),JVG,0.716,0.812,5.0,-4.579,0.0,0.0743,0.0494,0.0,0.212,0.513,124.121,198743.0,4.0,spotify:track:2lxrLR1S6M4upQZbSOQKD4,2lxrLR1S6M4upQZbSOQKD4,2
Blue (Da Ba Dee) - Sound of Legend Version Edit,Sound Of Legend,0.575,0.978,7.0,-1.81,0.0,0.0613,0.125,0.000347,0.118,0.212,128.013,179893.0,4.0,spotify:track:3JUxU3KohteqkLk9BOpQ1c,3JUxU3KohteqkLk9BOpQ1c,6
Black Beatles,Rae Sremmurd,0.794,0.647,0.0,-6.232,1.0,0.0628,0.158,0.0,0.139,0.345,145.945,291893.0,4.0,spotify:track:21xJVN5wEbJogczYxfZhqR,21xJVN5wEbJogczYxfZhqR,0
Can't Have (feat. Steven A. Clark & Ape Drums),Pitbull,0.623,0.85,8.0,-2.605,0.0,0.108,0.0276,3.47e-06,0.148,0.658,105.033,214905.0,4.0,spotify:track:5vNulf3Z6xUrBzGy5hcFgM,5vNulf3Z6xUrBzGy5hcFgM,1
Inside the Lines,Mike Perry,0.561,0.8,8.0,-4.576,1.0,0.0324,0.0709,0.000133,0.0934,0.399,96.989,204504.0,4.0,spotify:track:5GzExVEv1JDsYyPFjMdXsA,5GzExVEv1JDsYyPFjMdXsA,3
Daylight (With You),Yves V,0.56,0.806,1.0,-3.881,0.0,0.0455,0.0759,0.0,0.656,0.21,127.938,226939.0,4.0,spotify:track:0ZCZIa0C46ZFtd6HOxDVwb,0ZCZIa0C46ZFtd6HOxDVwb,6
"Devil (feat. Busta Rhymes, B.o.B & Neon Hitch)",Cash Cash,0.613,0.765,9.0,-2.974,0.0,0.0568,0.055,0.0,0.205,0.335,144.893,210307.0,4.0,spotify:track:4bciEWCPPeR2UiVloDyUc5,4bciEWCPPeR2UiVloDyUc5,1
Money On Me,Møtions,0.455,0.714,10.0,-6.065,1.0,0.0444,0.0855,0.0,0.0812,0.386,155.163,195367.0,4.0,spotify:track:0NRDqdftUY55loREoSeK8P,0NRDqdftUY55loREoSeK8P,3
Now and Later,Sage The Gemini,0.781,0.57,11.0,-5.874,0.0,0.188,0.273,0.0,0.196,0.858,107.059,193181.0,4.0,spotify:track:43jBqV3j3Xi1g6wO0bhIMd,43jBqV3j3Xi1g6wO0bhIMd,1
The Other Side,Jason Derulo,0.561,0.836,9.0,-3.939,1.0,0.1,0.0525,0.0,0.136,0.517,127.923,226987.0,4.0,spotify:track:4CLZ3D2RCI5ZCfB51D6NwB,4CLZ3D2RCI5ZCfB51D6NwB,3
Chasing The Sun,The Wanted,0.636,0.732,7.0,-6.209,0.0,0.0962,0.242,0.0,0.498,0.679,128.11,198800.0,4.0,spotify:track:2I7TngtQc3oZO0fsyFDUAJ,2I7TngtQc3oZO0fsyFDUAJ,1
We'll Be Coming Back (feat. Example),Calvin Harris,0.596,0.952,7.0,-4.364,1.0,0.0873,0.00131,0.0,0.598,0.571,127.945,234360.0,4.0,spotify:track:7B1Dl3tXqySkB8OPEwVvSu,7B1Dl3tXqySkB8OPEwVvSu,11
(Everything I Do) I Do It For You,Bryan Adams,0.518,0.47,1.0,-8.692,1.0,0.0273,0.0665,1.24e-05,0.0792,0.247,131.214,393733.0,4.0,spotify:track:5nydh0uIcz9gxSoJY6FtTn,5nydh0uIcz9gxSoJY6FtTn,0
I'll Be Missing You (feat. 112),Diddy,0.862,0.479,7.0,-9.199,1.0,0.0645,0.0523,0.00126,0.589,0.924,109.877,301520.0,4.0,spotify:track:3QHONiXGMGU3z68mQInncF,3QHONiXGMGU3z68mQInncF,11
Hirviö,Mikael Gabriel,0.801,0.784,7.0,-7.073,1.0,0.183,0.174,0.0,0.243,0.546,107.007,200440.0,4.0,spotify:track:3XQX9j6no2CX817DPsB6m3,3XQX9j6no2CX817DPsB6m3,11
Tykkään susta niin että halkeen,Juha Tapio,0.521,0.721,4.0,-7.239,0.0,0.0344,0.0137,2.34e-05,0.0981,0.768,167.898,190427.0,4.0,spotify:track:6Bj2EIPJfNv96wY8fCg5eC,6Bj2EIPJfNv96wY8fCg5eC,2
Freaky Like Me,Madcon,0.602,0.752,8.0,-4.48,1.0,0.064,0.00969,0.0,0.158,0.562,86.011,189773.0,4.0,spotify:track:0nOFRbiftNe7TTPtpobeXt,0nOFRbiftNe7TTPtpobeXt,11
Clarity,Zedd,0.509,0.781,8.0,-3.48,1.0,0.072,0.0398,0.0,0.0749,0.176,128.0,271427.0,4.0,spotify:track:3HrozUzUsMLPNWwuYUHwdV,3HrozUzUsMLPNWwuYUHwdV,3
Spectrum,Zedd,0.609,0.801,0.0,-4.417,0.0,0.034,0.0137,0.00349,0.127,0.407,129.99,243413.0,4.0,spotify:track:42MhtniCyRkj5bsO6HP1lp,42MhtniCyRkj5bsO6HP1lp,6
Welcome to My Life,Simple Plan,0.421,0.858,1.0,-4.535,1.0,0.0963,0.0134,0.0,0.067,0.491,173.255,206773.0,4.0,spotify:track:10rChmECwPcvTTj4w07hq4,10rChmECwPcvTTj4w07hq4,0
Huuda,Juju,0.662,0.641,5.0,-6.157,1.0,0.273,0.704,0.0,0.124,0.67,72.048,235133.0,4.0,spotify:track:3kUpcFZaLR9i14gqF7cm6T,3kUpcFZaLR9i14gqF7cm6T,4
Bonfire Heart,James Blunt,0.575,0.821,0.0,-5.7,1.0,0.0527,0.181,0.0,0.124,0.449,118.021,238000.0,4.0,spotify:track:13ETkZ90sElK5xJuB4cUEt,13ETkZ90sElK5xJuB4cUEt,0
1973,James Blunt,0.72,0.668,9.0,-7.928,1.0,0.0269,0.0652,0.00664,0.0789,0.768,123.007,280027.0,4.0,spotify:track:1BV0m40U0M4t1SLIsDnwZl,1BV0m40U0M4t1SLIsDnwZl,11
Nobody's Perfect,Jessie J,0.581,0.881,7.0,-3.22,0.0,0.28,0.00228,0.0,0.663,0.663,163.064,259867.0,4.0,spotify:track:1mj5HO7KEAopJDRZXRnESe,1mj5HO7KEAopJDRZXRnESe,1
"Sorry, Blame It On Me",Akon,0.709,0.65,7.0,-7.371,1.0,0.273,0.251,2.32e-05,0.0731,0.543,176.141,295720.0,4.0,spotify:track:6m5jURnwGHY1pVw0sJqBBq,6m5jURnwGHY1pVw0sJqBBq,11
I Just Had Sex,The Lonely Island,0.609,0.81,6.0,-4.229,1.0,0.18,0.0149,0.0,0.205,0.764,167.992,166560.0,4.0,spotify:track:0u836P4OFuN0iJKkqoDIr0,0u836P4OFuN0iJKkqoDIr0,11
Heart Skips a Beat (feat. Rizzle Kicks),Olly Murs,0.843,0.881,9.0,-3.951,1.0,0.0581,0.14,0.0,0.0765,0.876,110.621,202267.0,4.0,spotify:track:1f8UCzB3RqIgNkW7QIiIeP,1f8UCzB3RqIgNkW7QIiIeP,11
Believe,Justin Bieber,0.51,0.847,0.0,-5.603,1.0,0.155,0.163,0.0,0.156,0.508,159.83,222560.0,4.0,spotify:track:6akbXZeXdrWWsG77ZD3cuD,6akbXZeXdrWWsG77ZD3cuD,0
Stereo Hearts (feat. Adam Levine),Gym Class Heroes,0.646,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.796,89.99,210960.0,4.0,spotify:track:0BgRaFy7qnwT1PuUmSTFkf,0BgRaFy7qnwT1PuUmSTFkf,11
Vi sitter i Ventrilo och Spelar DotA,Basshunter,0.463,0.973,0.0,-5.572,1.0,0.12,0.012,0.000586,0.183,0.531,139.995,199920.0,4.0,spotify:track:29BLha9wij5tpUtoOpxy49,29BLha9wij5tpUtoOpxy49,9
FF,kent,0.617,0.858,7.0,-5.217,0.0,0.0274,0.0165,0.196,0.425,0.963,124.798,252747.0,4.0,spotify:track:0wcgKzjWfU3mx2DEmw8yxK,0wcgKzjWfU3mx2DEmw8yxK,2
Samurai - Tiësto Remix,R3HAB,0.514,0.966,7.0,-3.925,1.0,0.0585,0.03,0.827,0.09,0.0378,128.007,283125.0,4.0,spotify:track:6PTgK9WsthhdyYB1gynwZw,6PTgK9WsthhdyYB1gynwZw,8
Suddenly I See,KT Tunstall,0.537,0.857,7.0,-5.12,1.0,0.076,0.0712,1.14e-06,0.0993,0.722,101.388,192653.0,4.0,spotify:track:45qa5RGheZPWO9iqsjl6No,45qa5RGheZPWO9iqsjl6No,11
I Gotta Feeling,Black Eyed Peas,0.743,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.96,289133.0,4.0,spotify:track:70cTMpcgWMcR18t9MRJFjB,70cTMpcgWMcR18t9MRJFjB,9
TiK ToK,Kesha,0.74,0.847,2.0,-2.084,0.0,0.168,0.085,0.0,0.321,0.68,120.067,200040.0,4.0,spotify:track:3fVSUMkxJAQsEm3e3yXHAX,3fVSUMkxJAQsEm3e3yXHAX,2
Fire Burning,Sean Kingston,0.839,0.804,1.0,-2.513,1.0,0.0329,0.0192,0.0,0.331,0.888,122.973,239987.0,4.0,spotify:track:2oENJa1T33GJ0w8dC167G4,2oENJa1T33GJ0w8dC167G4,9
Whatcha Say,Jason Derulo,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,221253.0,4.0,spotify:track:7xkQdy0cy5ymoWT7nedvLz,7xkQdy0cy5ymoWT7nedvLz,11
#SELFIE - Original Mix,The Chainsmokers,0.789,0.915,0.0,-3.263,1.0,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,183750.0,4.0,spotify:track:6jEhWcVKEgbczzrU4p2X5u,6jEhWcVKEgbczzrU4p2X5u,9
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Ed Sheeran,0.581,0.0549,10.0,-20.514,0.0,0.0397,0.559,0.0,0.0718,0.234,152.037,300840.0,4.0,spotify:track:3B7udSGy2PfgoCniMSb523,3B7udSGy2PfgoCniMSb523,10
Keltainen,Aikakone,0.523,0.688,8.0,-5.316,1.0,0.0251,0.182,5.8e-06,0.17,0.393,84.998,268520.0,4.0,spotify:track:1sjDdrMgjyKoxLi0iS31uR,1sjDdrMgjyKoxLi0iS31uR,3
Minä (feat. Mariska),Kymppilinja,0.699,0.789,3.0,-7.342,0.0,0.188,0.0274,0.0,0.182,0.658,125.98,243160.0,4.0,spotify:track:3gYHMSi0QXprEALlsYDgF5,3gYHMSi0QXprEALlsYDgF5,2
Puhuva Kone,Puhuva Kone,0.895,0.627,10.0,-2.366,0.0,0.0837,0.27,0.0,0.034,0.582,91.951,183773.0,4.0,spotify:track:0LZuvjd3c9RCfhW1GYmbCB,0LZuvjd3c9RCfhW1GYmbCB,1
Beibi älä vonkaa,Aamupojat,0.619,0.922,11.0,-5.222,0.0,0.0378,0.00894,0.0,0.295,0.781,139.955,209907.0,4.0,spotify:track:5oScu2s1RNMmXc5GoihMSC,5oScu2s1RNMmXc5GoihMSC,1
"Determinate - From ""Lemonade Mouth""",Adam Hicks,0.564,0.775,1.0,-4.94,0.0,0.0571,0.00223,0.0,0.0904,0.165,139.931,196280.0,4.0,spotify:track:0pq5jP4w5L6Tl1VrZnrgah,0pq5jP4w5L6Tl1VrZnrgah,6
Let's Be Friends,Emily Osment,0.596,0.79,4.0,-6.475,0.0,0.0757,0.00369,6.42e-06,0.175,0.494,123.988,180933.0,4.0,spotify:track:1d4l9SHX6yb3dVySZT6x89,1d4l9SHX6yb3dVySZT6x89,6
I Will Never Let You Down,Rita Ora,0.753,0.801,4.0,-3.215,1.0,0.0296,0.403,0.0,0.128,0.794,128.011,203467.0,4.0,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,2ia7iiEtpiOL2ZVuWxBZGB,9
Levoton Tuhkimo,Dingo,0.718,0.655,0.0,-7.492,1.0,0.0553,0.155,0.0,0.385,0.9,123.206,264560.0,4.0,spotify:track:30Ycic1p43sN4KlzK9MX4G,30Ycic1p43sN4KlzK9MX4G,9
Story of My Life,One Direction,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,245493.0,4.0,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,4nVBt6MZDDP6tRVdQTgxJg,0
I Would Like,Zara Larsson,0.486,0.713,2.0,-3.949,0.0,0.0524,0.0853,0.0,0.0839,0.297,121.028,226720.0,4.0,spotify:track:0HVj61S4pQJdQhgZP61G65,0HVj61S4pQJdQhgZP61G65,6
Solo Dance,Martin Jensen,0.746,0.846,9.0,-2.432,1.0,0.048,0.0485,0.0,0.195,0.403,114.955,174933.0,4.0,spotify:track:3R6dPfF2yBO8mHySW1XDAa,3R6dPfF2yBO8mHySW1XDAa,3
Dying for You (feat. Alex Aris) - Radio Edit,Otto Knows,0.686,0.582,10.0,-6.088,1.0,0.0371,0.489,8.09e-06,0.082,0.437,121.97,198971.0,4.0,spotify:track:59A6lBd9QmcD8rQTZPj1xD,59A6lBd9QmcD8rQTZPj1xD,3
Better in Time,Leona Lewis,0.584,0.7,6.0,-4.251,1.0,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173.0,4.0,spotify:track:2iXBZ32Fz5VDCLeE0JIdX5,2iXBZ32Fz5VDCLeE0JIdX5,11
Some Die Young,Laleh,0.631,0.678,5.0,-7.18,1.0,0.0273,0.122,7.06e-05,0.204,0.279,98.477,228067.0,4.0,spotify:track:2bfRfAO1RNWcpNtWJv042o,2bfRfAO1RNWcpNtWJv042o,3
Who You Are,Jessie J,0.532,0.677,6.0,-3.912,0.0,0.0367,0.0225,5.74e-06,0.263,0.21,135.948,230813.0,4.0,spotify:track:219eUQBWnfmADjKZEWEfSM,219eUQBWnfmADjKZEWEfSM,6
Come Follow,Sunnery James & Ryan Marciano,0.424,0.813,7.0,-7.35,1.0,0.0748,0.0268,0.000109,0.0923,0.245,128.201,219375.0,4.0,spotify:track:2BLef0yQZ4CWYOU10kCT1k,2BLef0yQZ4CWYOU10kCT1k,3
Stay,Hurts,0.447,0.72,11.0,-7.504,1.0,0.0517,0.0206,0.000353,0.282,0.297,156.0,235200.0,4.0,spotify:track:2WmDlNSXpyYgMK0ws7ZWDa,2WmDlNSXpyYgMK0ws7ZWDa,3
Silhouettes - Original Radio Edit,Avicii,0.605,0.8,5.0,-6.235,0.0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880.0,4.0,spotify:track:06h3McKzmxS8Bx58USHiMq,06h3McKzmxS8Bx58USHiMq,2
