danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.37,0.44,7,-10.392,1,0.0293,0.333,0.897,0.0598,0.0614,153.019,audio_features,4kIEH2w2Hg3kU90V0P2yt6,spotify:track:4kIEH2w2Hg3kU90V0P2yt6,https://api.spotify.com/v1/tracks/4kIEH2w2Hg3kU90V0P2yt6,https://api.spotify.com/v1/audio-analysis/4kIEH2w2Hg3kU90V0P2yt6,1050920,3
0.0646,0.0531,5,-31.396,1,0.0397,0.875,0.86,0.0881,0.0389,61.054,audio_features,5aGcszkgFp1DOnxziXZrUw,spotify:track:5aGcszkgFp1DOnxziXZrUw,https://api.spotify.com/v1/tracks/5aGcszkgFp1DOnxziXZrUw,https://api.spotify.com/v1/audio-analysis/5aGcszkgFp1DOnxziXZrUw,1253875,4
0.192,0.34,2,-20.525,1,0.132,0.41,0.292,0.33,0.036,85.66,audio_features,3lbOi2wmfAB0LcgLICNOSP,spotify:track:3lbOi2wmfAB0LcgLICNOSP,https://api.spotify.com/v1/tracks/3lbOi2wmfAB0LcgLICNOSP,https://api.spotify.com/v1/audio-analysis/3lbOi2wmfAB0LcgLICNOSP,2757928,4
0.0675,0.0698,11,-26.87,0,0.0488,0.824,0.909,0.0978,0.0278,73.144,audio_features,6WQO8K2BvCj8kECqIO4bsa,spotify:track:6WQO8K2BvCj8kECqIO4bsa,https://api.spotify.com/v1/tracks/6WQO8K2BvCj8kECqIO4bsa,https://api.spotify.com/v1/audio-analysis/6WQO8K2BvCj8kECqIO4bsa,1080627,4
0.0613,0.00674,7,-36.924,1,0.0454,0.955,0.937,0.265,0.0229,66.399,audio_features,6SrDGaMF5zeQVoujQq4Pap,spotify:track:6SrDGaMF5zeQVoujQq4Pap,https://api.spotify.com/v1/tracks/6SrDGaMF5zeQVoujQq4Pap,https://api.spotify.com/v1/audio-analysis/6SrDGaMF5zeQVoujQq4Pap,3682333,4
0.189,0.181,5,-29.095,0,0.0471,0.947,0.882,0.107,0.0944,73.32,audio_features,7zFv2VmCMIQR2S9bTJ5KEY,spotify:track:7zFv2VmCMIQR2S9bTJ5KEY,https://api.spotify.com/v1/tracks/7zFv2VmCMIQR2S9bTJ5KEY,https://api.spotify.com/v1/audio-analysis/7zFv2VmCMIQR2S9bTJ5KEY,874000,3
0.372,0.118,0,-18.427,1,0.0737,0.984,0.858,0.0719,0.315,176.667,audio_features,50WIWrt5sHs27j97IdhWoh,spotify:track:50WIWrt5sHs27j97IdhWoh,https://api.spotify.com/v1/tracks/50WIWrt5sHs27j97IdhWoh,https://api.spotify.com/v1/audio-analysis/50WIWrt5sHs27j97IdhWoh,1100899,4
0.0992,0.142,10,-26.638,0,0.0413,0.746,0.926,0.371,0.0371,68.868,audio_features,5BEcsUdHuN9aQBqA46iPqP,spotify:track:5BEcsUdHuN9aQBqA46iPqP,https://api.spotify.com/v1/tracks/5BEcsUdHuN9aQBqA46iPqP,https://api.spotify.com/v1/audio-analysis/5BEcsUdHuN9aQBqA46iPqP,1194216,4
0.151,0.00338,0,-35.422,1,0.0434,0.956,0.767,0.12,0.0239,135.349,audio_features,5PJJHXzJuihJJAEry4UUTY,spotify:track:5PJJHXzJuihJJAEry4UUTY,https://api.spotify.com/v1/tracks/5PJJHXzJuihJJAEry4UUTY,https://api.spotify.com/v1/audio-analysis/5PJJHXzJuihJJAEry4UUTY,2139038,3
0.118,0.0533,5,-29.235,1,0.0533,0.909,0.923,0.0782,0.028,67.378,audio_features,5aGKn4HWgO7dYkzd2Xkm5k,spotify:track:5aGKn4HWgO7dYkzd2Xkm5k,https://api.spotify.com/v1/tracks/5aGKn4HWgO7dYkzd2Xkm5k,https://api.spotify.com/v1/audio-analysis/5aGKn4HWgO7dYkzd2Xkm5k,3997680,4
0.138,0.276,2,-23.297,1,0.0498,0.788,0.911,0.113,0.0978,141.42,audio_features,6tM062ZRohsNbLa3OaHcPY,spotify:track:6tM062ZRohsNbLa3OaHcPY,https://api.spotify.com/v1/tracks/6tM062ZRohsNbLa3OaHcPY,https://api.spotify.com/v1/audio-analysis/6tM062ZRohsNbLa3OaHcPY,932000,1
0.263,0.484,6,-10.419,1,0.0534,0.0799,0.815,0.285,0.0371,154.789,audio_features,0I5D3yRawWRHrAJsFdFNrj,spotify:track:0I5D3yRawWRHrAJsFdFNrj,https://api.spotify.com/v1/tracks/0I5D3yRawWRHrAJsFdFNrj,https://api.spotify.com/v1/audio-analysis/0I5D3yRawWRHrAJsFdFNrj,1010853,4
0.187,0.297,2,-24.522,1,0.0727,0.0668,0.895,0.102,0.0383,119.241,audio_features,3nzRf3Ajv04oi8PbnSDSP0,spotify:track:3nzRf3Ajv04oi8PbnSDSP0,https://api.spotify.com/v1/tracks/3nzRf3Ajv04oi8PbnSDSP0,https://api.spotify.com/v1/audio-analysis/3nzRf3Ajv04oi8PbnSDSP0,1143667,1
0.163,0.0888,2,-24.673,0,0.0399,0.976,0.911,0.117,0.0381,131.834,audio_features,3izYqkzqnPu8SctUNeyne2,spotify:track:3izYqkzqnPu8SctUNeyne2,https://api.spotify.com/v1/tracks/3izYqkzqnPu8SctUNeyne2,https://api.spotify.com/v1/audio-analysis/3izYqkzqnPu8SctUNeyne2,674160,4
0.178,0.00268,1,-33.57,1,0.0491,0.972,0.958,0.132,0.0972,68.896,audio_features,73Gfj8OMN6GJCXiqvSiIH5,spotify:track:73Gfj8OMN6GJCXiqvSiIH5,https://api.spotify.com/v1/tracks/73Gfj8OMN6GJCXiqvSiIH5,https://api.spotify.com/v1/audio-analysis/73Gfj8OMN6GJCXiqvSiIH5,1397760,4
