danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,0
0.804,0.678,4.0,-5.083,0.0,0.151,0.0383,0.0,0.642,0.535,106.157,audio_features,47x6fQoZeOurUT6LzsZFN4,spotify:track:47x6fQoZeOurUT6LzsZFN4,https://api.spotify.com/v1/tracks/47x6fQoZeOurUT6LzsZFN4,https://api.spotify.com/v1/audio-analysis/47x6fQoZeOurUT6LzsZFN4,184071.0,4.0,
0.541,0.982,2.0,-4.908,1.0,0.107,0.00767,0.000765,0.291,0.722,104.03,audio_features,5BxVRqpZi6tIhAap1ZjzVD,spotify:track:5BxVRqpZi6tIhAap1ZjzVD,https://api.spotify.com/v1/tracks/5BxVRqpZi6tIhAap1ZjzVD,https://api.spotify.com/v1/audio-analysis/5BxVRqpZi6tIhAap1ZjzVD,308360.0,4.0,
0.593,0.563,9.0,-6.409,0.0,0.0326,0.161,1.66e-05,0.0675,0.141,108.014,audio_features,11xRCe6bPQ9fRhz70dqF9N,spotify:track:11xRCe6bPQ9fRhz70dqF9N,https://api.spotify.com/v1/tracks/11xRCe6bPQ9fRhz70dqF9N,https://api.spotify.com/v1/audio-analysis/11xRCe6bPQ9fRhz70dqF9N,190318.0,4.0,
0.59,0.208,10.0,-13.25,1.0,0.0316,0.466,2.81e-05,0.115,0.293,90.084,audio_features,04rMpRstoJt3uvqyNGKczX,spotify:track:04rMpRstoJt3uvqyNGKczX,https://api.spotify.com/v1/tracks/04rMpRstoJt3uvqyNGKczX,https://api.spotify.com/v1/audio-analysis/04rMpRstoJt3uvqyNGKczX,211667.0,4.0,
0.158,0.462,4.0,-10.894,0.0,0.0319,0.788,0.0815,0.807,0.0376,75.381,audio_features,3P6ES2TEdHOkZ5xITOE8Zi,spotify:track:3P6ES2TEdHOkZ5xITOE8Zi,https://api.spotify.com/v1/tracks/3P6ES2TEdHOkZ5xITOE8Zi,https://api.spotify.com/v1/audio-analysis/3P6ES2TEdHOkZ5xITOE8Zi,276160.0,4.0,
0.481,0.392,1.0,-11.381,1.0,0.0312,0.366,0.0452,0.124,0.52,124.572,audio_features,5YSI1311X8t31PBjkBG4CZ,spotify:track:5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/tracks/5YSI1311X8t31PBjkBG4CZ,https://api.spotify.com/v1/audio-analysis/5YSI1311X8t31PBjkBG4CZ,269067.0,4.0,
0.588,0.301,0.0,-14.979,1.0,0.0294,0.221,0.00236,0.128,0.19,112.458,audio_features,4WKpan8kLoNuaFgvc8ONc6,spotify:track:4WKpan8kLoNuaFgvc8ONc6,https://api.spotify.com/v1/tracks/4WKpan8kLoNuaFgvc8ONc6,https://api.spotify.com/v1/audio-analysis/4WKpan8kLoNuaFgvc8ONc6,278441.0,4.0,
0.22,0.279,4.0,-11.179,1.0,0.0341,0.753,0.0,0.127,0.148,74.026,audio_features,1pfOZQDapYAnR5qbHZhsXm,spotify:track:1pfOZQDapYAnR5qbHZhsXm,https://api.spotify.com/v1/tracks/1pfOZQDapYAnR5qbHZhsXm,https://api.spotify.com/v1/audio-analysis/1pfOZQDapYAnR5qbHZhsXm,293947.0,3.0,
0.574,0.237,0.0,-12.691,1.0,0.032,0.532,0.00131,0.132,0.219,130.857,audio_features,0H3MXkrU2nZMPnRPpXwgRf,spotify:track:0H3MXkrU2nZMPnRPpXwgRf,https://api.spotify.com/v1/tracks/0H3MXkrU2nZMPnRPpXwgRf,https://api.spotify.com/v1/audio-analysis/0H3MXkrU2nZMPnRPpXwgRf,309536.0,4.0,
0.747,0.265,1.0,-14.141,1.0,0.0354,0.745,0.0169,0.11,0.2,138.017,audio_features,5P6ZBMWS66FVo6deJaDdHy,spotify:track:5P6ZBMWS66FVo6deJaDdHy,https://api.spotify.com/v1/tracks/5P6ZBMWS66FVo6deJaDdHy,https://api.spotify.com/v1/audio-analysis/5P6ZBMWS66FVo6deJaDdHy,229653.0,4.0,
0.713,0.376,7.0,-8.997,1.0,0.135,0.104,0.0,0.0764,0.538,84.883,audio_features,7jLhzowijdegiYg2bGoPfW,spotify:track:7jLhzowijdegiYg2bGoPfW,https://api.spotify.com/v1/tracks/7jLhzowijdegiYg2bGoPfW,https://api.spotify.com/v1/audio-analysis/7jLhzowijdegiYg2bGoPfW,200496.0,4.0,
0.583,0.614,5.0,-10.312,1.0,0.0643,0.16,0.234,0.109,0.456,80.747,audio_features,3cbLm923IeoVDOMEPOfosc,spotify:track:3cbLm923IeoVDOMEPOfosc,https://api.spotify.com/v1/tracks/3cbLm923IeoVDOMEPOfosc,https://api.spotify.com/v1/audio-analysis/3cbLm923IeoVDOMEPOfosc,278227.0,4.0,
0.423,0.464,0.0,-9.564,1.0,0.0273,0.308,0.000161,0.117,0.255,144.954,audio_features,4k90MjpmLMpwElf5q8YvbO,spotify:track:4k90MjpmLMpwElf5q8YvbO,https://api.spotify.com/v1/tracks/4k90MjpmLMpwElf5q8YvbO,https://api.spotify.com/v1/audio-analysis/4k90MjpmLMpwElf5q8YvbO,375853.0,4.0,
0.61,0.466,6.0,-13.331,0.0,0.0426,0.772,1.33e-05,0.0932,0.836,91.965,audio_features,6J1sj9dcEM91H80NIz1Gpo,spotify:track:6J1sj9dcEM91H80NIz1Gpo,https://api.spotify.com/v1/tracks/6J1sj9dcEM91H80NIz1Gpo,https://api.spotify.com/v1/audio-analysis/6J1sj9dcEM91H80NIz1Gpo,242600.0,4.0,
0.613,0.957,0.0,-1.785,1.0,0.0344,0.251,0.0,0.389,0.841,139.025,audio_features,1BlziYvp19T2hfpVu2ImXW,spotify:track:1BlziYvp19T2hfpVu2ImXW,https://api.spotify.com/v1/tracks/1BlziYvp19T2hfpVu2ImXW,https://api.spotify.com/v1/audio-analysis/1BlziYvp19T2hfpVu2ImXW,147846.0,4.0,
0.453,0.276,10.0,-11.535,1.0,0.0393,0.733,0.000228,0.126,0.597,163.353,audio_features,6vPS75nWOKkuH5WTLD8hDc,spotify:track:6vPS75nWOKkuH5WTLD8hDc,https://api.spotify.com/v1/tracks/6vPS75nWOKkuH5WTLD8hDc,https://api.spotify.com/v1/audio-analysis/6vPS75nWOKkuH5WTLD8hDc,146747.0,3.0,
0.882,0.464,10.0,-11.257,1.0,0.0595,0.28,1.52e-05,0.0744,0.925,111.555,audio_features,3xu9KnexpbxakXCsfOO71y,spotify:track:3xu9KnexpbxakXCsfOO71y,https://api.spotify.com/v1/tracks/3xu9KnexpbxakXCsfOO71y,https://api.spotify.com/v1/audio-analysis/3xu9KnexpbxakXCsfOO71y,172333.0,4.0,
0.472,0.158,5.0,-14.934,0.0,0.0497,0.664,1.04e-05,0.273,0.604,184.173,audio_features,3RrumTYvxSLX8SwLrZCjNd,spotify:track:3RrumTYvxSLX8SwLrZCjNd,https://api.spotify.com/v1/tracks/3RrumTYvxSLX8SwLrZCjNd,https://api.spotify.com/v1/audio-analysis/3RrumTYvxSLX8SwLrZCjNd,195333.0,3.0,
0.431,0.918,1.0,-4.714,0.0,0.0561,0.0135,0.00014,0.0651,0.426,122.999,audio_features,3JDLasuCJuRmvLTFBQljOJ,spotify:track:3JDLasuCJuRmvLTFBQljOJ,https://api.spotify.com/v1/tracks/3JDLasuCJuRmvLTFBQljOJ,https://api.spotify.com/v1/audio-analysis/3JDLasuCJuRmvLTFBQljOJ,246880.0,4.0,
0.437,0.804,5.0,-6.633,1.0,0.0331,0.0144,0.0134,0.0848,0.251,103.478,audio_features,1eogtBGvFF9hIXWeKUQxUh,spotify:track:1eogtBGvFF9hIXWeKUQxUh,https://api.spotify.com/v1/tracks/1eogtBGvFF9hIXWeKUQxUh,https://api.spotify.com/v1/audio-analysis/1eogtBGvFF9hIXWeKUQxUh,322720.0,4.0,
0.291,0.688,5.0,-6.662,1.0,0.0328,0.0322,0.0253,0.221,0.255,151.976,audio_features,6nDeslxc2aGZitxOFovbYa,spotify:track:6nDeslxc2aGZitxOFovbYa,https://api.spotify.com/v1/tracks/6nDeslxc2aGZitxOFovbYa,https://api.spotify.com/v1/audio-analysis/6nDeslxc2aGZitxOFovbYa,238413.0,4.0,
0.268,0.77,9.0,-6.269,0.0,0.0714,0.0708,0.000349,0.117,0.127,160.081,audio_features,2k9jfE51DcKJaJS6rCIFls,spotify:track:2k9jfE51DcKJaJS6rCIFls,https://api.spotify.com/v1/tracks/2k9jfE51DcKJaJS6rCIFls,https://api.spotify.com/v1/audio-analysis/2k9jfE51DcKJaJS6rCIFls,249760.0,4.0,
0.616,0.329,8.0,-14.789,1.0,0.0284,0.371,3.21e-05,0.0911,0.566,106.126,audio_features,6SSK87ASKgjNT6KILs1D9C,spotify:track:6SSK87ASKgjNT6KILs1D9C,https://api.spotify.com/v1/tracks/6SSK87ASKgjNT6KILs1D9C,https://api.spotify.com/v1/audio-analysis/6SSK87ASKgjNT6KILs1D9C,154013.0,4.0,
0.477,0.415,10.0,-10.592,1.0,0.0313,0.754,0.00356,0.104,0.418,87.907,audio_features,6csLL0MBNVIMx19PfsKsW7,spotify:track:6csLL0MBNVIMx19PfsKsW7,https://api.spotify.com/v1/tracks/6csLL0MBNVIMx19PfsKsW7,https://api.spotify.com/v1/audio-analysis/6csLL0MBNVIMx19PfsKsW7,177573.0,4.0,
0.6,0.215,1.0,-12.194,1.0,0.0379,0.96,0.0,0.103,0.525,111.633,audio_features,5z7hdhm7Moac2CVgaOmC8N,spotify:track:5z7hdhm7Moac2CVgaOmC8N,https://api.spotify.com/v1/tracks/5z7hdhm7Moac2CVgaOmC8N,https://api.spotify.com/v1/audio-analysis/5z7hdhm7Moac2CVgaOmC8N,157421.0,4.0,
0.5,0.413,3.0,-12.254,1.0,0.0366,0.857,0.0,0.352,0.462,119.199,audio_features,0Wd52AHQrrwwDbqVQF2dt6,spotify:track:0Wd52AHQrrwwDbqVQF2dt6,https://api.spotify.com/v1/tracks/0Wd52AHQrrwwDbqVQF2dt6,https://api.spotify.com/v1/audio-analysis/0Wd52AHQrrwwDbqVQF2dt6,164453.0,3.0,
0.285,0.32,8.0,-8.724,1.0,0.0344,0.809,0.0,0.369,0.357,84.349,audio_features,4t0O1pApBEuBNGJZWVIpQ6,spotify:track:4t0O1pApBEuBNGJZWVIpQ6,https://api.spotify.com/v1/tracks/4t0O1pApBEuBNGJZWVIpQ6,https://api.spotify.com/v1/audio-analysis/4t0O1pApBEuBNGJZWVIpQ6,169973.0,4.0,
0.539,0.245,3.0,-15.298,0.0,0.0279,0.807,0.000359,0.118,0.346,102.246,audio_features,4Yt2Wdl3lIUGcPzyCwzP4t,spotify:track:4Yt2Wdl3lIUGcPzyCwzP4t,https://api.spotify.com/v1/tracks/4Yt2Wdl3lIUGcPzyCwzP4t,https://api.spotify.com/v1/audio-analysis/4Yt2Wdl3lIUGcPzyCwzP4t,163880.0,4.0,
0.515,0.162,0.0,-13.525,1.0,0.0752,0.916,0.0,0.168,0.385,78.11,audio_features,26dt6n5cyVRdX7vD8rmUWw,spotify:track:26dt6n5cyVRdX7vD8rmUWw,https://api.spotify.com/v1/tracks/26dt6n5cyVRdX7vD8rmUWw,https://api.spotify.com/v1/audio-analysis/26dt6n5cyVRdX7vD8rmUWw,185600.0,4.0,
0.212,0.124,0.0,-12.289,1.0,0.0312,0.883,0.000727,0.12,0.0935,87.872,audio_features,2JZzhNbIKPLJPgX1THpI0m,spotify:track:2JZzhNbIKPLJPgX1THpI0m,https://api.spotify.com/v1/tracks/2JZzhNbIKPLJPgX1THpI0m,https://api.spotify.com/v1/audio-analysis/2JZzhNbIKPLJPgX1THpI0m,179400.0,3.0,
0.615,0.488,0.0,-12.797,1.0,0.0383,0.586,2.21e-06,0.191,0.488,122.815,audio_features,5AUb0sDQfwDmlV16vwLw5c,spotify:track:5AUb0sDQfwDmlV16vwLw5c,https://api.spotify.com/v1/tracks/5AUb0sDQfwDmlV16vwLw5c,https://api.spotify.com/v1/audio-analysis/5AUb0sDQfwDmlV16vwLw5c,167853.0,4.0,
0.389,0.448,5.0,-10.84,1.0,0.0255,0.619,0.103,0.2,0.62,98.064,audio_features,3hehwSm6ONPoeFvVMVlOO4,spotify:track:3hehwSm6ONPoeFvVMVlOO4,https://api.spotify.com/v1/tracks/3hehwSm6ONPoeFvVMVlOO4,https://api.spotify.com/v1/audio-analysis/3hehwSm6ONPoeFvVMVlOO4,259280.0,3.0,
0.359,0.027,4.0,-18.776,1.0,0.0419,0.973,0.000283,0.108,0.211,77.964,audio_features,0PJVuB7CJTdAuN2iOQB0IO,spotify:track:0PJVuB7CJTdAuN2iOQB0IO,https://api.spotify.com/v1/tracks/0PJVuB7CJTdAuN2iOQB0IO,https://api.spotify.com/v1/audio-analysis/0PJVuB7CJTdAuN2iOQB0IO,264440.0,5.0,
0.467,0.0392,4.0,-20.71,0.0,0.0362,0.83,0.0115,0.094,0.255,89.693,audio_features,4O45YpI13E747EMx4OQFrZ,spotify:track:4O45YpI13E747EMx4OQFrZ,https://api.spotify.com/v1/tracks/4O45YpI13E747EMx4OQFrZ,https://api.spotify.com/v1/audio-analysis/4O45YpI13E747EMx4OQFrZ,157553.0,4.0,
0.349,0.326,0.0,-10.749,1.0,0.0286,0.512,0.00144,0.665,0.297,98.888,audio_features,2ACjOtICHXrAlP3ijVMSvb,spotify:track:2ACjOtICHXrAlP3ijVMSvb,https://api.spotify.com/v1/tracks/2ACjOtICHXrAlP3ijVMSvb,https://api.spotify.com/v1/audio-analysis/2ACjOtICHXrAlP3ijVMSvb,215853.0,3.0,
0.484,0.508,0.0,-9.308,1.0,0.0364,0.376,0.000791,0.0961,0.554,151.867,audio_features,269OfNY9Je1QWaDnu31KKp,spotify:track:269OfNY9Je1QWaDnu31KKp,https://api.spotify.com/v1/tracks/269OfNY9Je1QWaDnu31KKp,https://api.spotify.com/v1/audio-analysis/269OfNY9Je1QWaDnu31KKp,200173.0,4.0,
0.601,0.411,4.0,-9.115,0.0,0.0614,0.803,0.0,0.403,0.662,123.637,audio_features,5NBLc0gnnmCvAnC5o2NIHp,spotify:track:5NBLc0gnnmCvAnC5o2NIHp,https://api.spotify.com/v1/tracks/5NBLc0gnnmCvAnC5o2NIHp,https://api.spotify.com/v1/audio-analysis/5NBLc0gnnmCvAnC5o2NIHp,183133.0,4.0,
0.542,0.23,7.0,-13.722,1.0,0.0315,0.867,0.0317,0.114,0.269,108.833,audio_features,7nBARurNPIRVcf81uOFz3i,spotify:track:7nBARurNPIRVcf81uOFz3i,https://api.spotify.com/v1/tracks/7nBARurNPIRVcf81uOFz3i,https://api.spotify.com/v1/audio-analysis/7nBARurNPIRVcf81uOFz3i,226426.0,4.0,
0.618,0.241,0.0,-17.158,0.0,0.0381,0.796,0.000153,0.111,0.379,98.467,audio_features,68kYaMTFBY12AYDJfArJNO,spotify:track:68kYaMTFBY12AYDJfArJNO,https://api.spotify.com/v1/tracks/68kYaMTFBY12AYDJfArJNO,https://api.spotify.com/v1/audio-analysis/68kYaMTFBY12AYDJfArJNO,219480.0,4.0,
0.531,0.217,6.0,-13.883,1.0,0.0302,0.871,2.59e-06,0.101,0.34,106.842,audio_features,64gpgh5jBMxyh7iVJll23t,spotify:track:64gpgh5jBMxyh7iVJll23t,https://api.spotify.com/v1/tracks/64gpgh5jBMxyh7iVJll23t,https://api.spotify.com/v1/audio-analysis/64gpgh5jBMxyh7iVJll23t,185200.0,4.0,
0.276,0.236,3.0,-13.742,1.0,0.0299,0.795,9.67e-05,0.366,0.261,83.611,audio_features,5LFtkeNjLpZAey3Arj3h4M,spotify:track:5LFtkeNjLpZAey3Arj3h4M,https://api.spotify.com/v1/tracks/5LFtkeNjLpZAey3Arj3h4M,https://api.spotify.com/v1/audio-analysis/5LFtkeNjLpZAey3Arj3h4M,293120.0,4.0,
0.468,0.529,11.0,-6.564,0.0,0.0284,0.803,0.00725,0.257,0.613,111.638,audio_features,0pVEx8AcTpuK4OYXziesGF,spotify:track:0pVEx8AcTpuK4OYXziesGF,https://api.spotify.com/v1/tracks/0pVEx8AcTpuK4OYXziesGF,https://api.spotify.com/v1/audio-analysis/0pVEx8AcTpuK4OYXziesGF,188053.0,4.0,
0.0669,0.00649,9.0,-39.081,0.0,0.0553,0.911,0.0386,0.0581,0.0356,74.636,audio_features,4MKNKJxrueZBTYJILL7H4H,spotify:track:4MKNKJxrueZBTYJILL7H4H,https://api.spotify.com/v1/tracks/4MKNKJxrueZBTYJILL7H4H,https://api.spotify.com/v1/audio-analysis/4MKNKJxrueZBTYJILL7H4H,311013.0,3.0,
0.558,0.799,6.0,-7.657,1.0,0.0307,0.00438,0.489,0.09,0.847,133.349,audio_features,4qkdgoL6dh2eGqTgyL1iX5,spotify:track:4qkdgoL6dh2eGqTgyL1iX5,https://api.spotify.com/v1/tracks/4qkdgoL6dh2eGqTgyL1iX5,https://api.spotify.com/v1/audio-analysis/4qkdgoL6dh2eGqTgyL1iX5,225320.0,4.0,
0.411,0.46,9.0,-7.489,1.0,0.0274,0.562,0.0,0.0926,0.542,100.207,audio_features,26rvI6Xps9TPk2nBgk5Gn9,spotify:track:26rvI6Xps9TPk2nBgk5Gn9,https://api.spotify.com/v1/tracks/26rvI6Xps9TPk2nBgk5Gn9,https://api.spotify.com/v1/audio-analysis/26rvI6Xps9TPk2nBgk5Gn9,156933.0,3.0,
0.828,0.669,6.0,-8.637,0.0,0.0254,0.16,0.00333,0.0756,0.926,109.964,audio_features,4Y13tcnF3rc1SHfNyVTjAG,spotify:track:4Y13tcnF3rc1SHfNyVTjAG,https://api.spotify.com/v1/tracks/4Y13tcnF3rc1SHfNyVTjAG,https://api.spotify.com/v1/audio-analysis/4Y13tcnF3rc1SHfNyVTjAG,211680.0,4.0,
0.806,0.489,0.0,-12.898,1.0,0.104,0.0544,2.88e-05,0.0696,0.899,123.753,audio_features,72IoYbDN6wQ7QLy0mWveQM,spotify:track:72IoYbDN6wQ7QLy0mWveQM,https://api.spotify.com/v1/tracks/72IoYbDN6wQ7QLy0mWveQM,https://api.spotify.com/v1/audio-analysis/72IoYbDN6wQ7QLy0mWveQM,162160.0,4.0,
0.828,0.746,10.0,-9.615,0.0,0.0595,0.116,6.04e-05,0.0594,0.921,105.9,audio_features,2dCDC6FXz80njhDidJVkAx,spotify:track:2dCDC6FXz80njhDidJVkAx,https://api.spotify.com/v1/tracks/2dCDC6FXz80njhDidJVkAx,https://api.spotify.com/v1/audio-analysis/2dCDC6FXz80njhDidJVkAx,253747.0,4.0,
0.786,0.455,1.0,-9.47,1.0,0.0414,0.659,1.07e-05,0.0353,0.648,112.743,audio_features,2Ia7MzSyEjR62fXQ8Ur2vF,spotify:track:2Ia7MzSyEjR62fXQ8Ur2vF,https://api.spotify.com/v1/tracks/2Ia7MzSyEjR62fXQ8Ur2vF,https://api.spotify.com/v1/audio-analysis/2Ia7MzSyEjR62fXQ8Ur2vF,152560.0,4.0,
0.714,0.507,2.0,-13.799,1.0,0.171,0.748,0.00376,0.102,0.841,120.002,audio_features,2CqB4zujTn7BpO6mC3DLET,spotify:track:2CqB4zujTn7BpO6mC3DLET,https://api.spotify.com/v1/tracks/2CqB4zujTn7BpO6mC3DLET,https://api.spotify.com/v1/audio-analysis/2CqB4zujTn7BpO6mC3DLET,233760.0,4.0,
0.598,0.816,1.0,-7.531,1.0,0.169,0.0485,0.0,0.225,0.717,109.21,audio_features,3yCRbRnRraIpWzWTOZDyX9,spotify:track:3yCRbRnRraIpWzWTOZDyX9,https://api.spotify.com/v1/tracks/3yCRbRnRraIpWzWTOZDyX9,https://api.spotify.com/v1/audio-analysis/3yCRbRnRraIpWzWTOZDyX9,203373.0,4.0,
0.674,0.402,8.0,-11.907,1.0,0.0435,0.706,0.00154,0.0885,0.608,96.361,audio_features,6Pyue1Yd1PGoxFqHLvqauC,spotify:track:6Pyue1Yd1PGoxFqHLvqauC,https://api.spotify.com/v1/tracks/6Pyue1Yd1PGoxFqHLvqauC,https://api.spotify.com/v1/audio-analysis/6Pyue1Yd1PGoxFqHLvqauC,309653.0,4.0,
0.642,0.735,8.0,-8.866,1.0,0.0806,0.0172,0.000733,0.0391,0.864,99.682,audio_features,300RfAPZ57B0y6YYj9n6DN,spotify:track:300RfAPZ57B0y6YYj9n6DN,https://api.spotify.com/v1/tracks/300RfAPZ57B0y6YYj9n6DN,https://api.spotify.com/v1/audio-analysis/300RfAPZ57B0y6YYj9n6DN,244827.0,4.0,
0.648,0.306,0.0,-13.395,1.0,0.0883,0.588,0.0,0.252,0.661,122.027,audio_features,6pPr1KLZit9FgFNhp7xE5m,spotify:track:6pPr1KLZit9FgFNhp7xE5m,https://api.spotify.com/v1/tracks/6pPr1KLZit9FgFNhp7xE5m,https://api.spotify.com/v1/audio-analysis/6pPr1KLZit9FgFNhp7xE5m,351893.0,4.0,
0.172,0.0696,11.0,-21.295,0.0,0.0339,0.916,0.00199,0.137,0.103,167.974,audio_features,6eghid1Zc93mHbKtHFaTyp,spotify:track:6eghid1Zc93mHbKtHFaTyp,https://api.spotify.com/v1/tracks/6eghid1Zc93mHbKtHFaTyp,https://api.spotify.com/v1/audio-analysis/6eghid1Zc93mHbKtHFaTyp,298133.0,5.0,
0.657,0.26,7.0,-14.251,1.0,0.0521,0.474,0.0,0.0656,0.378,119.358,audio_features,2y8Eez5cFFf2JzD546LThM,spotify:track:2y8Eez5cFFf2JzD546LThM,https://api.spotify.com/v1/tracks/2y8Eez5cFFf2JzD546LThM,https://api.spotify.com/v1/audio-analysis/2y8Eez5cFFf2JzD546LThM,147000.0,4.0,
0.279,0.454,2.0,-7.733,1.0,0.0316,0.395,0.0,0.198,0.216,150.661,audio_features,40tAOP3DPqmVD6L1h45Jp6,spotify:track:40tAOP3DPqmVD6L1h45Jp6,https://api.spotify.com/v1/tracks/40tAOP3DPqmVD6L1h45Jp6,https://api.spotify.com/v1/audio-analysis/40tAOP3DPqmVD6L1h45Jp6,274933.0,4.0,
0.262,0.328,4.0,-12.897,1.0,0.0376,0.753,0.0,0.227,0.533,207.074,audio_features,3cVWNLd0uEHkc2tnBoE3Ay,spotify:track:3cVWNLd0uEHkc2tnBoE3Ay,https://api.spotify.com/v1/tracks/3cVWNLd0uEHkc2tnBoE3Ay,https://api.spotify.com/v1/audio-analysis/3cVWNLd0uEHkc2tnBoE3Ay,162493.0,4.0,
0.259,0.15,0.0,-19.323,1.0,0.0324,0.956,0.0775,0.14,0.0934,91.589,audio_features,0HgUezjmKgYXIy3MdYo9jw,spotify:track:0HgUezjmKgYXIy3MdYo9jw,https://api.spotify.com/v1/tracks/0HgUezjmKgYXIy3MdYo9jw,https://api.spotify.com/v1/audio-analysis/0HgUezjmKgYXIy3MdYo9jw,162307.0,3.0,
0.554,0.667,1.0,-10.226,0.0,0.0342,0.628,0.0,0.0486,0.597,112.749,audio_features,63rva3TBizr6x1Yp5uwKfD,spotify:track:63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/tracks/63rva3TBizr6x1Yp5uwKfD,https://api.spotify.com/v1/audio-analysis/63rva3TBizr6x1Yp5uwKfD,157960.0,4.0,
0.805,0.602,0.0,-9.7,0.0,0.0579,0.119,0.000122,0.0581,0.744,94.382,audio_features,3VZmChrnVW8JK6ano4gSED,spotify:track:3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED,238600.0,4.0,
0.729,0.324,8.0,-13.017,0.0,0.0393,0.195,0.0,0.101,0.679,116.855,audio_features,27m1soUndRthrAA1ediOXn,spotify:track:27m1soUndRthrAA1ediOXn,https://api.spotify.com/v1/tracks/27m1soUndRthrAA1ediOXn,https://api.spotify.com/v1/audio-analysis/27m1soUndRthrAA1ediOXn,195267.0,4.0,
0.788,0.38,10.0,-15.179,1.0,0.0346,0.811,0.906,0.102,0.892,138.205,audio_features,6KKcey1w86oP0qxN8frbfD,spotify:track:6KKcey1w86oP0qxN8frbfD,https://api.spotify.com/v1/tracks/6KKcey1w86oP0qxN8frbfD,https://api.spotify.com/v1/audio-analysis/6KKcey1w86oP0qxN8frbfD,167385.0,4.0,
0.887,0.748,7.0,-8.42,1.0,0.105,0.0365,1.93e-06,0.0389,0.778,108.413,audio_features,2KvGehTLFYHW7dGnHEjw79,spotify:track:2KvGehTLFYHW7dGnHEjw79,https://api.spotify.com/v1/tracks/2KvGehTLFYHW7dGnHEjw79,https://api.spotify.com/v1/audio-analysis/2KvGehTLFYHW7dGnHEjw79,215147.0,4.0,
0.498,0.072,8.0,-16.409,1.0,0.0504,0.916,0.0,0.119,0.477,134.986,audio_features,0F1oGDCHx43zw9gPdikZ6n,spotify:track:0F1oGDCHx43zw9gPdikZ6n,https://api.spotify.com/v1/tracks/0F1oGDCHx43zw9gPdikZ6n,https://api.spotify.com/v1/audio-analysis/0F1oGDCHx43zw9gPdikZ6n,211987.0,3.0,
0.681,0.373,2.0,-13.2,1.0,0.0568,0.633,0.00113,0.0751,0.623,123.423,audio_features,0DcrhZ12WcCqruCs8ibXSf,spotify:track:0DcrhZ12WcCqruCs8ibXSf,https://api.spotify.com/v1/tracks/0DcrhZ12WcCqruCs8ibXSf,https://api.spotify.com/v1/audio-analysis/0DcrhZ12WcCqruCs8ibXSf,164733.0,4.0,
0.856,0.874,11.0,-8.037,0.0,0.0401,0.0988,0.000472,0.339,0.906,122.416,audio_features,6rrUcrhWlW3CqGYT0zxYlz,spotify:track:6rrUcrhWlW3CqGYT0zxYlz,https://api.spotify.com/v1/tracks/6rrUcrhWlW3CqGYT0zxYlz,https://api.spotify.com/v1/audio-analysis/6rrUcrhWlW3CqGYT0zxYlz,247800.0,4.0,
0.703,0.846,1.0,-10.223,1.0,0.0403,0.0909,0.000909,0.114,0.779,125.111,audio_features,0dEAEf91tqOA3rm1YGS6uI,spotify:track:0dEAEf91tqOA3rm1YGS6uI,https://api.spotify.com/v1/tracks/0dEAEf91tqOA3rm1YGS6uI,https://api.spotify.com/v1/audio-analysis/0dEAEf91tqOA3rm1YGS6uI,226693.0,4.0,
0.788,0.771,7.0,-9.891,1.0,0.0416,0.0357,5.45e-05,0.202,0.966,131.11,audio_features,0GYDhW8HBu3CGCE5iAc9wk,spotify:track:0GYDhW8HBu3CGCE5iAc9wk,https://api.spotify.com/v1/tracks/0GYDhW8HBu3CGCE5iAc9wk,https://api.spotify.com/v1/audio-analysis/0GYDhW8HBu3CGCE5iAc9wk,425600.0,4.0,
0.821,0.829,10.0,-6.693,1.0,0.0321,0.0389,0.000921,0.53,0.962,128.993,audio_features,5jTGFXKYYwiDqFUY3vtx1f,spotify:track:5jTGFXKYYwiDqFUY3vtx1f,https://api.spotify.com/v1/tracks/5jTGFXKYYwiDqFUY3vtx1f,https://api.spotify.com/v1/audio-analysis/5jTGFXKYYwiDqFUY3vtx1f,216571.0,4.0,
0.77,0.858,10.0,-7.086,0.0,0.0492,0.0106,0.685,0.0298,0.76,109.883,audio_features,1Apsc59v5KojwhFEVmYoe4,spotify:track:1Apsc59v5KojwhFEVmYoe4,https://api.spotify.com/v1/tracks/1Apsc59v5KojwhFEVmYoe4,https://api.spotify.com/v1/audio-analysis/1Apsc59v5KojwhFEVmYoe4,234587.0,4.0,
0.772,0.659,11.0,-8.354,1.0,0.0335,0.0459,0.000156,0.0764,0.96,119.38,audio_features,7rzm3NXkWeUMnmjDdNRGRW,spotify:track:7rzm3NXkWeUMnmjDdNRGRW,https://api.spotify.com/v1/tracks/7rzm3NXkWeUMnmjDdNRGRW,https://api.spotify.com/v1/audio-analysis/7rzm3NXkWeUMnmjDdNRGRW,247067.0,4.0,
